txn_id,user_id,merchant_id,bank_id,txn_time,amount,status,failure_reason
f053ee29-998d-455a-8406-a78a3bbc0ac6,640,198,18,27-04-2025 21:52,9538.45,SUCCESS,NULL
14f3cd73-532c-4a28-9d9b-b3b916f62847,513,5,13,27-08-2024 20:06,9276.84,FAILED,CARD_DECLINED
a91fba0a-2d31-475d-9c24-4368e1731f53,638,132,15,30-01-2025 17:35,2727.67,FAILED,INSUFFICIENT_FUNDS
cfc93304-7659-4712-a092-f7955cbfc3cb,114,149,5,11-07-2024 14:16,7600.22,SUCCESS,NULL
4a805719-ecd6-4034-9ec2-a4adf73e5fae,977,122,17,30-10-2024 02:47,264.07,SUCCESS,NULL
3c91cf20-cc19-44f2-bdc1-5e769650eb30,124,200,13,23-01-2025 13:50,1678.02,FAILED,TIMEOUT
8f5580f2-9a9b-4a66-bd52-0a6cede97fe4,326,63,13,17-09-2024 16:04,395.62,SUCCESS,NULL
ff6a9555-001b-423f-9cf9-d9ea06098f89,773,108,5,30-05-2025 11:37,6852.93,SUCCESS,NULL
fb572e27-27df-450e-b5d3-a68aa1a7e11a,268,187,7,12-04-2025 06:22,3609.98,FAILED,TIMEOUT
aefacae3-f739-4ec3-bfee-ed2a3f1a226f,754,145,4,07-09-2024 09:58,4435.74,SUCCESS,NULL
f5e5a1e2-c3be-4866-b253-7cc936e13ce9,627,132,20,14-04-2025 17:55,7841.91,SUCCESS,NULL
4c89776b-00fa-476f-8a7e-5cb25940c80e,797,181,4,06-12-2024 21:51,7499.52,FAILED,INSUFFICIENT_FUNDS
215154a2-07a9-4d09-a87b-286d9232ead1,160,174,10,25-12-2024 05:52,7613.64,SUCCESS,NULL
46965934-b0d3-477e-8f90-1c5fb1d0cd82,895,200,19,18-12-2024 02:09,2340.71,FAILED,TIMEOUT
7afaa880-7ea9-4f4c-90f4-7b58a3148678,504,86,12,09-03-2025 23:55,9029.86,SUCCESS,NULL
c80683d6-ea70-4fd0-bf51-31312e66156c,347,189,15,02-02-2025 21:31,7582.07,SUCCESS,NULL
7a35fec9-8e65-4755-9b05-f34973f1c310,40,8,7,22-05-2025 19:13,7001.34,FAILED,TIMEOUT
0bb40950-d326-45b0-836f-146479e0e9d1,762,61,10,29-03-2025 18:02,1026.8,SUCCESS,NULL
5198cb23-161b-4ac4-875a-8394883a8fa7,657,135,2,23-03-2025 22:45,8761.22,SUCCESS,NULL
45725a7a-e6b5-4f6a-90df-25eacc5d6254,573,154,20,24-05-2025 10:12,6035.22,FAILED,CARD_DECLINED
7dc82e11-f08f-4095-ba02-fcbf5767984f,602,150,6,11-07-2024 11:21,7937.7,FAILED,CARD_DECLINED
b512db21-a7dc-4aa1-a627-a651915352b4,926,173,18,25-07-2024 22:45,3304.3,SUCCESS,NULL
cbcea19b-aa3a-42ca-ba00-00ba818e9489,203,74,6,23-12-2024 23:09,7060.67,SUCCESS,NULL
60c7d9a9-63d0-4993-8531-045b6ee1d550,307,25,7,12-11-2024 21:06,6771.33,SUCCESS,NULL
d14c7a2d-7b88-4901-8d86-b7532e6bb4ef,170,5,17,09-10-2024 14:55,235.93,FAILED,INSUFFICIENT_FUNDS
824988b2-909f-41d0-a58d-396c127c3341,819,195,7,26-07-2024 08:50,9179.56,SUCCESS,NULL
0fc6f2d7-1a60-4051-9442-cee7fe7d154a,5,114,4,22-12-2024 22:04,5803.99,SUCCESS,NULL
1f38f365-4e73-4c2e-94dc-78b586f8848e,840,196,18,27-02-2025 10:52,1846.06,SUCCESS,NULL
ba5f55d5-75fd-4f6a-9ca4-3d990b8da4b4,185,46,12,07-09-2024 21:09,798.09,FAILED,INVALID_PIN
fdb61af9-e53a-483d-916a-3fc35360eda8,975,123,2,23-09-2024 20:05,5232.59,FAILED,INVALID_PIN
7cc8a47d-a095-4d8b-8018-d886b4b6e688,566,16,10,20-02-2025 18:39,5370.51,SUCCESS,NULL
8e93be68-f9dd-44a3-8eeb-3b83b8c10051,298,82,6,14-04-2025 12:42,9119.9,FAILED,INVALID_PIN
88f5502e-952d-427c-bc01-c82e94e267aa,417,109,17,13-04-2025 13:20,799.17,SUCCESS,NULL
4b4a3ad7-fa98-45d3-83ce-fc2bee28adba,6,190,16,04-08-2024 17:19,3215.49,SUCCESS,NULL
86fb443f-9f69-4bd9-8378-dc87bf464d83,433,1,16,29-01-2025 23:15,288.99,FAILED,INVALID_PIN
544dea60-ecac-4c10-860b-2589e94315cd,427,97,5,24-11-2024 10:02,6285.92,SUCCESS,NULL
bc187080-e14d-450f-a3e7-1d0980060280,585,17,18,05-06-2025 20:58,3148.75,SUCCESS,NULL
f6bc1c0d-9710-4049-aa03-08e2f25b02a1,475,135,20,02-11-2024 07:10,528.09,SUCCESS,NULL
9ddfcafe-78cc-49f8-b740-34d2c575ecbf,193,152,5,15-10-2024 06:59,3390.21,SUCCESS,NULL
079e5602-13ad-4a0f-8237-ac633b06dccf,729,73,10,16-05-2025 10:57,7153.57,SUCCESS,NULL
df426c2d-891d-4a3c-8745-75705a6889eb,507,25,9,02-07-2024 06:39,9163.74,SUCCESS,NULL
79afbb13-fcb5-4322-b600-bb2c9d39fb22,926,66,7,05-07-2024 06:21,2914.06,FAILED,INSUFFICIENT_FUNDS
c5a911bb-0ad1-4cdb-9efa-63185d931fb4,548,79,12,30-07-2024 13:58,9444.97,SUCCESS,NULL
6fea61ae-7b2a-4cf1-b921-fb3af63c7472,103,119,2,30-07-2024 02:00,8472.44,FAILED,TIMEOUT
81a986b0-b326-466b-b873-b763071ec9e3,324,153,19,24-07-2024 07:16,1752.27,SUCCESS,NULL
c514badc-cba8-419c-8e37-3461b1eb5d3e,685,46,19,07-04-2025 04:47,7837.4,SUCCESS,NULL
8869018f-88a4-41fc-a283-ed5411965940,636,107,5,23-04-2025 00:57,4746.23,SUCCESS,NULL
3fc813d4-2ec9-4c7b-820b-288d3f4dff10,921,102,15,29-09-2024 04:52,1049.89,FAILED,INVALID_PIN
a0efcb06-68a0-4ff3-9a21-849426989c50,341,37,2,22-08-2024 09:33,5729.67,SUCCESS,NULL
41c9a865-aa73-46c4-a4cf-a4cdf276c7d2,447,103,4,01-08-2024 00:22,9784.54,FAILED,INVALID_PIN
78d6b3dd-a089-4d68-aa14-3736b6753210,370,196,7,23-05-2025 08:12,4971.49,SUCCESS,NULL
8b9bb4ed-c7c0-4d65-b26c-af11568ea286,930,137,5,18-03-2025 22:14,827.74,SUCCESS,NULL
6817819c-7700-4582-9d28-18ee7387ddb8,355,31,9,28-07-2024 02:14,5811.59,SUCCESS,NULL
b3ea967f-54dc-471b-a2ed-5f5b1cb45a4d,26,31,2,05-06-2025 13:33,8381.85,SUCCESS,NULL
41713ce9-f114-4726-a1dc-c1ef1174fb43,926,56,17,03-02-2025 10:46,5372.91,FAILED,INSUFFICIENT_FUNDS
cab9e3f4-61cb-491f-a4dc-d87057712a1a,833,82,12,12-11-2024 16:20,859.26,SUCCESS,NULL
15359aa0-c247-48c4-b191-abb84ed2e141,57,195,9,11-09-2024 14:15,7828.8,SUCCESS,NULL
759095b6-6d95-428b-bc80-a7c9f2cf7ecc,262,110,13,16-05-2025 09:31,8765.03,SUCCESS,NULL
10a7007d-ad90-4cdb-bca6-26b70b1ee1d7,699,71,12,16-04-2025 12:03,5617.32,SUCCESS,NULL
dd6863d5-82c6-421c-9899-095b072eb8fa,422,114,2,10-09-2024 04:30,7192.99,SUCCESS,NULL
3572a09c-36e9-467b-9ae9-cedc039a5173,613,139,15,12-02-2025 22:18,641.49,SUCCESS,NULL
8e7f8942-673d-48d4-97e7-5f4a7601bc55,86,185,18,31-07-2024 11:44,5134.67,SUCCESS,NULL
bcad93eb-7203-4483-afcf-d1dec4a4fd2f,60,21,10,15-04-2025 11:09,6513.01,SUCCESS,NULL
ff1097ab-335c-4739-bdce-b6edf5f749ae,681,116,11,20-10-2024 17:12,7266.71,SUCCESS,NULL
ef2588b7-dffa-46eb-a1b9-d3c94c9d7bf5,396,167,11,20-02-2025 03:10,8062.02,SUCCESS,NULL
8d7091e1-93be-475b-9c0b-00defd77c528,219,129,6,16-09-2024 02:26,7055.86,SUCCESS,NULL
723e08d7-7d09-4c96-a34e-80e3401c9d2e,237,33,14,28-10-2024 16:07,1425.58,SUCCESS,NULL
95363511-5578-4855-9b87-618ddacbe9c9,887,152,11,18-12-2024 14:45,3812.69,SUCCESS,NULL
274ea30b-e98c-4313-ae53-b68561d51906,141,40,17,17-07-2024 11:34,1984.17,SUCCESS,NULL
bb8ef292-5536-453f-a987-7f4aef73c288,548,95,18,05-11-2024 08:40,2168.84,SUCCESS,NULL
4cdc080d-7841-435f-86c7-3da79a08bdc3,998,99,2,03-09-2024 09:50,5491.75,SUCCESS,NULL
bc92cc21-6062-4281-b39d-f32a175d32d9,127,34,16,29-06-2025 03:26,7307.63,SUCCESS,NULL
215584fa-5620-443f-9290-37dc67515c6b,884,174,2,11-02-2025 17:17,6101.59,FAILED,TIMEOUT
3dd25eb4-3d81-41a6-b579-0aa3741c7d69,198,91,2,15-07-2024 12:21,8004.83,SUCCESS,NULL
bd033d8b-26c7-45c2-b38a-d184480f8c53,393,108,15,23-05-2025 21:55,1976.87,FAILED,TIMEOUT
9ed490e7-9128-4ef7-b9c6-662a5af4c56b,926,165,3,12-09-2024 03:23,7899.46,SUCCESS,NULL
c808a380-d3fa-4f7e-941a-a710af6a0897,388,64,9,25-12-2024 05:57,561.84,FAILED,INSUFFICIENT_FUNDS
0f064d29-4514-4c5b-83f8-c1e509987d01,74,153,14,03-01-2025 05:57,7921.11,FAILED,TIMEOUT
1bd9eadf-c1a5-4671-afa5-a1235ab3becf,694,135,4,20-03-2025 09:43,6702.17,SUCCESS,NULL
98da8bb1-c689-4b5f-ace1-798271d27b7a,663,26,2,06-03-2025 06:19,1714.15,FAILED,INVALID_PIN
a6714a5a-0337-4516-8f88-8410152c1775,56,43,5,03-09-2024 02:34,1031.32,SUCCESS,NULL
5c1d36d5-de55-4d54-a964-06bbf20925f4,414,150,14,23-12-2024 15:42,535.32,SUCCESS,NULL
75e9c7b4-8426-4757-a707-f24cbf7cb763,956,177,20,09-02-2025 04:12,542.63,SUCCESS,NULL
a2a60138-99d3-4c2d-8a23-b4556bdc37b6,680,119,18,29-08-2024 18:37,2325.08,SUCCESS,NULL
5225984c-56b1-4b3f-9594-f7c690900faf,268,148,3,30-09-2024 04:29,7069.73,SUCCESS,NULL
ea0312bf-dd5e-4ba8-8f8b-014179cb953e,503,77,19,27-06-2025 22:42,721.68,FAILED,TIMEOUT
9a218777-4a51-4079-82b9-9250c4909646,188,94,20,03-03-2025 14:22,6586.73,SUCCESS,NULL
ec91ce61-79f3-4852-b4cd-c9118f626e38,264,70,12,29-10-2024 06:42,1103.11,SUCCESS,NULL
ccda0bc7-c831-408c-9586-0161f278a5e3,730,164,5,03-10-2024 21:55,3302.8,FAILED,TIMEOUT
386a09d6-da7d-40db-aff4-f2a76cafbf50,870,96,10,20-12-2024 18:30,1867.65,FAILED,INVALID_PIN
d1c6587a-e730-4ff0-ba01-2a08ed93fae2,627,93,17,04-09-2024 03:21,9507.67,SUCCESS,NULL
b89cb704-5db9-46d8-a8e4-4e39e8a6d27a,381,59,15,01-03-2025 03:51,9963.61,SUCCESS,NULL
ed5cd3c8-347a-427b-a837-2613e0bdd77a,481,27,4,13-11-2024 17:07,2137.97,SUCCESS,NULL
7fcb5585-fe30-4c4d-b2dc-8026d98bc463,880,117,2,11-12-2024 18:50,4948.08,SUCCESS,NULL
336f0183-6a59-4c1c-8141-9d7ca64990b1,878,100,8,09-02-2025 16:36,7378.5,SUCCESS,NULL
ee77f376-dbd6-4442-a948-80b2d9210dcd,32,34,2,11-12-2024 08:39,9995.51,SUCCESS,NULL
d128b5fb-31e5-4e67-b73b-916bac7426f9,794,184,12,09-06-2025 19:01,4223.4,SUCCESS,NULL
46c28921-e74f-4d9f-95f5-3b5abbcee36f,176,133,2,03-07-2024 02:37,9692.46,FAILED,INVALID_PIN
55eb67e9-9626-4ef2-8cd8-bdcef156885d,338,83,19,21-12-2024 05:09,7566.18,FAILED,INSUFFICIENT_FUNDS
764f6b04-91f4-4e67-b564-c0b28b98c1d0,741,157,14,10-07-2024 11:58,8444.02,SUCCESS,NULL
1e5e4bd7-0bc1-49ab-aaec-c7340bbe38fc,818,19,8,27-06-2025 02:54,3286.78,SUCCESS,NULL
312c0ba2-b380-4bab-a347-1508533000a2,783,187,6,27-02-2025 00:56,722.79,SUCCESS,NULL
99702304-770a-4565-8a3f-b4de6c7db105,492,76,6,30-01-2025 17:27,884.11,SUCCESS,NULL
0b8341df-7da0-4405-b1f2-44256c368f5a,130,61,11,09-05-2025 15:12,3721.74,SUCCESS,NULL
1174d854-78d1-41b1-b6fe-4d1484561faf,520,153,18,28-02-2025 13:09,6625.12,SUCCESS,NULL
869b2db6-b674-440b-bfe1-61efce940c57,809,105,3,01-04-2025 14:52,4956.68,SUCCESS,NULL
cf32d10b-0db8-4d69-bf03-cc60eb08d654,537,134,11,21-05-2025 01:08,4900.07,SUCCESS,NULL
80d9b1f4-c7d7-4d3c-9156-f82faa35853c,849,95,17,02-07-2024 10:49,6202.94,SUCCESS,NULL
87ef0655-3f8a-462b-9cbd-af085a73b777,596,177,3,19-02-2025 14:00,4272.71,SUCCESS,NULL
a93eef20-b1c0-468f-bc81-8c4756f64fe8,761,31,18,06-11-2024 06:56,7541.78,SUCCESS,NULL
00000977-93ab-4158-81a2-bb7641461bf6,363,182,5,14-06-2025 08:37,9190.13,FAILED,TIMEOUT
a2016dd6-3b6e-42ff-8cc1-ea2d2f77eeeb,467,171,5,21-07-2024 10:54,4685.5,SUCCESS,NULL
73453415-f396-4550-ad5f-e9362d33ab12,360,73,12,11-05-2025 17:32,5938.48,SUCCESS,NULL
09f3826c-f942-43a2-8184-1ed4dad12ef4,970,58,15,22-11-2024 01:04,4832.96,SUCCESS,NULL
b8cf0e64-2338-43a0-8e74-26624e2988c7,757,125,8,30-12-2024 08:02,2951.77,SUCCESS,NULL
b0cc3732-fad3-4b0f-a20b-82954c48a5b3,569,22,19,14-02-2025 04:16,5602.31,FAILED,INSUFFICIENT_FUNDS
e6ea5e93-92e3-4858-94f0-6477841703b3,765,147,2,31-07-2024 18:52,2876.54,SUCCESS,NULL
f76e97cc-892c-4721-bade-42e5c0f62969,732,102,18,08-08-2024 22:15,1500.23,SUCCESS,NULL
88078c85-1ee5-4cc9-828d-09659c907b4d,79,124,12,08-02-2025 02:15,3702.96,SUCCESS,NULL
0ff0baef-c5b6-4249-94e4-67bd87665f2a,616,75,16,16-03-2025 16:52,6865.19,SUCCESS,NULL
dd287d33-82ca-4387-a7c7-9330ead0593a,215,98,17,14-01-2025 09:10,6320.44,SUCCESS,NULL
1cb36b78-9965-4a57-92fc-12fefa1d975a,459,79,2,23-04-2025 08:09,3622.3,SUCCESS,NULL
947153b2-d0c5-4ebf-8376-43f13a93a146,523,195,8,09-04-2025 17:41,2770.63,FAILED,INSUFFICIENT_FUNDS
a1c2dd81-ee90-42e7-91d9-e305c9520744,634,167,18,02-04-2025 23:19,8612.81,SUCCESS,NULL
6dcdb205-492b-404c-b1aa-299f0096f2bf,906,162,2,25-09-2024 13:49,3841.37,SUCCESS,NULL
65af80cd-c4f6-45d9-b6b7-cecf9893ee47,614,131,7,27-03-2025 03:13,9063.34,SUCCESS,NULL
5a29729e-69e8-431c-b70d-b8211d820b6a,200,171,2,14-05-2025 19:20,4616.9,FAILED,TIMEOUT
e68df4aa-a611-45dd-8803-4bd79d960372,553,188,20,04-02-2025 08:53,3154.94,SUCCESS,NULL
41d0c866-1486-4050-81e8-f32e76544583,629,198,18,24-02-2025 02:16,9344.9,SUCCESS,NULL
b51d99fc-3bea-4135-88a0-cfa89237d7ab,669,177,4,12-10-2024 03:54,768.24,FAILED,INVALID_PIN
df933e02-229f-4893-8bf1-412879da24fe,279,130,9,13-05-2025 04:39,7212.48,SUCCESS,NULL
e2591c6b-4d84-40dd-afb8-91b2fba54201,348,40,7,03-10-2024 15:19,8255.16,SUCCESS,NULL
1b56c812-2c7e-483a-886a-4b5dc5b2c700,130,143,5,24-09-2024 13:55,4407.67,SUCCESS,NULL
274e2544-3161-4833-8baa-fc2255c6b1b2,297,39,19,30-04-2025 20:42,2094.19,SUCCESS,NULL
47d8f7a2-3048-435e-b12d-b9fd38fda2b1,242,186,20,31-03-2025 10:55,9160.52,SUCCESS,NULL
5e6264e0-a30b-4487-8281-8389ac7867f2,426,199,7,17-10-2024 09:30,4912.69,SUCCESS,NULL
89bd1b9a-8b04-4440-b65f-39c9a1eb07eb,161,93,12,25-09-2024 07:38,9039.75,SUCCESS,NULL
fd3a7220-4f9e-4b63-8cc5-365688dd3181,781,28,16,07-08-2024 07:28,8783.79,SUCCESS,NULL
b1e01634-88db-4069-a335-8c21c908d359,994,45,15,11-09-2024 03:34,9675.14,SUCCESS,NULL
137d957c-8c13-41bb-9366-c75eb5d8bf58,715,179,14,23-04-2025 22:19,9417.17,SUCCESS,NULL
cc001781-bc27-408b-a4e6-144ec3af1ea3,532,126,2,23-11-2024 05:19,5143.64,SUCCESS,NULL
54f9ed00-133b-495b-8e61-859e558d762a,357,195,14,02-11-2024 09:25,7429,FAILED,INVALID_PIN
6de4a0dc-3ebf-4a03-ad02-40118db842a3,569,98,1,11-11-2024 22:03,7959.43,SUCCESS,NULL
f4ae5552-5d1a-4355-beff-d6fd320f30ba,908,70,16,08-11-2024 19:33,7793.31,SUCCESS,NULL
f45c5c21-ce71-410b-bdbe-45d541c240dd,929,24,4,29-10-2024 03:42,7541.01,SUCCESS,NULL
68d6e448-b57d-4558-96bd-ad48ad3fe2c7,557,41,16,19-11-2024 15:36,475.02,SUCCESS,NULL
faf120cd-bfb2-40d1-9548-2a5ee29c339b,599,84,2,13-07-2024 15:28,4145.79,SUCCESS,NULL
c0544d5b-4a61-4628-ac0a-2b637570d161,169,47,12,12-05-2025 10:36,5678.48,SUCCESS,NULL
daec6cfe-c124-4ea9-83cc-ece3ad45faef,850,10,7,26-03-2025 17:47,5671.59,SUCCESS,NULL
419603eb-2f0a-4cad-b797-6e30575e786c,553,138,7,09-05-2025 03:55,9563.34,FAILED,CARD_DECLINED
c4b63222-6608-4bcc-802c-48787a2b15f4,813,50,17,28-01-2025 08:55,9663.46,SUCCESS,NULL
8492d887-98d1-4ecc-bd0b-280c7bc4455c,847,169,14,28-05-2025 12:37,2558.23,SUCCESS,NULL
d0f1e96c-ec47-4e67-9f3c-bd14dff1d40e,184,190,16,16-08-2024 11:38,3914.29,FAILED,INVALID_PIN
707cd816-4c32-4e03-af71-7020811934f1,445,190,4,12-03-2025 04:29,9453.16,SUCCESS,NULL
5367a891-3435-493c-aa1f-79abb31b4102,109,60,18,02-04-2025 01:42,3923.96,SUCCESS,NULL
526962c1-527f-4a4a-8cb3-f7fb75b95e1c,313,109,14,12-11-2024 21:56,7010.97,SUCCESS,NULL
19aeeb1f-679e-49ea-b208-0b465504aeb1,103,108,13,01-10-2024 22:30,3035.28,SUCCESS,NULL
289acd0a-0ad0-46fd-bfb7-98ea680684e5,32,53,3,28-03-2025 07:36,4078.89,SUCCESS,NULL
db9ac62d-1407-431e-946c-55d828f2f8dc,616,75,9,19-04-2025 13:08,8309.3,FAILED,CARD_DECLINED
4c845ab8-3e94-4fc0-aa35-86dba65cc871,653,11,8,12-12-2024 13:40,3530.29,FAILED,CARD_DECLINED
fd73034c-8d6a-4d45-ae03-0d91ab911903,179,186,20,19-08-2024 15:57,5161.96,SUCCESS,NULL
b1028d32-eccd-48ec-b7dd-88b2a7fb3150,147,103,11,06-01-2025 21:06,9726.25,SUCCESS,NULL
a4831710-cf7a-498e-83ac-5ad8985eafd8,344,167,7,23-12-2024 15:33,3236.36,SUCCESS,NULL
a2868ffc-9651-4f1b-827b-820ce0d262f5,476,136,4,31-01-2025 19:06,3393.6,SUCCESS,NULL
a8cdb2ca-bb52-45ee-865c-531ee7e94d17,996,110,1,23-08-2024 03:04,6159.7,FAILED,TIMEOUT
8cc1a617-9d85-49c5-801b-6585cbb81341,629,80,1,03-04-2025 07:14,5901.65,SUCCESS,NULL
09d0df4b-8ab3-44e6-8858-4c64f325c110,211,22,5,30-06-2025 23:03,5206.11,FAILED,INVALID_PIN
30946a9b-36a6-4192-8aea-bb2be1a0edc0,211,27,9,06-11-2024 20:22,196.26,SUCCESS,NULL
ba1ec99a-1108-40b5-8026-eef0dd9ab598,146,169,10,19-07-2024 13:20,4925.49,SUCCESS,NULL
daeb03ca-4dfb-4ae1-90e2-d9a474b8f0e3,575,151,16,01-10-2024 08:20,2990.7,FAILED,INVALID_PIN
05fadbd2-e25e-4331-a1ee-ff79ef61cabd,265,188,2,18-10-2024 03:50,7758.51,SUCCESS,NULL
3588671e-801c-4720-97aa-8576a043ae8c,432,188,9,09-01-2025 07:30,5579.14,SUCCESS,NULL
a28241c6-36c7-48fe-91fb-4c5fc5a13d37,322,6,7,27-01-2025 04:09,597.04,SUCCESS,NULL
0026a8aa-a860-47d3-98a6-30359d52e668,104,40,6,28-11-2024 14:08,1873.33,SUCCESS,NULL
e01e96db-619a-4b4e-b58f-b467e5694858,61,79,19,23-01-2025 10:24,7643.25,SUCCESS,NULL
a052f48c-72e7-4261-b44e-6b78e01240c9,193,128,4,15-07-2024 23:07,7607.69,SUCCESS,NULL
2d6cf8ce-92d2-4240-bd70-6e9916992562,786,23,2,04-10-2024 13:13,8314.25,SUCCESS,NULL
7b5ed90e-0e2a-4898-81a5-62f950a9978c,44,22,8,11-04-2025 23:02,8460.77,SUCCESS,NULL
44f467c9-4d24-465d-b26c-5e9b29e41e75,3,6,8,28-10-2024 13:51,3829.13,SUCCESS,NULL
dce49a38-e6eb-4a09-8a1e-2269b02ead2d,454,71,15,13-03-2025 04:11,9274.29,SUCCESS,NULL
b6cd25a4-1ff3-4a96-86d3-9b92b82fec2c,341,109,10,30-09-2024 21:30,6284.75,SUCCESS,NULL
1a8af563-4cdd-432e-ad0a-163fb093df04,161,49,20,04-07-2024 00:39,1109,SUCCESS,NULL
cae0ffae-701e-4618-8718-73c2ffdaa58b,44,76,8,17-08-2024 10:43,753,SUCCESS,NULL
74b3a1ca-2cd5-4418-a6d4-36df2c289346,788,115,17,01-11-2024 20:07,6307.27,SUCCESS,NULL
b8bba703-8d4c-45eb-b7d1-b4a31ad425be,172,119,18,12-04-2025 04:33,5214.01,FAILED,INSUFFICIENT_FUNDS
51da78d1-3612-426f-a126-0d8f7835a0fb,784,179,12,10-10-2024 23:54,3477.7,SUCCESS,NULL
8797e76f-1119-4736-84df-0f9234ab1f54,758,149,11,08-02-2025 06:04,8114.95,FAILED,CARD_DECLINED
1da4f266-78a0-4ec8-92a7-f2892d2b60d1,358,120,20,01-04-2025 05:20,4486.36,FAILED,INSUFFICIENT_FUNDS
b25d4492-ca94-4857-a213-392a2da225b9,22,150,17,05-04-2025 16:27,8907.54,SUCCESS,NULL
8b341bae-ba66-4dcf-8a8c-3fa1aea247ce,735,99,9,11-07-2024 04:56,9653.63,FAILED,TIMEOUT
8cc2575a-0a0b-4a31-9c10-ce8be4ffacbe,166,159,9,19-09-2024 03:19,9044.41,SUCCESS,NULL
88db1f42-9f47-4753-ae75-69f09e95cb76,895,65,2,07-07-2024 00:45,6470.06,SUCCESS,NULL
bcc36f56-ca9d-48a4-aadc-df97c69566e0,598,18,7,02-07-2024 15:59,716.9,SUCCESS,NULL
132f645c-ee71-4e34-89fa-757adb185d0a,111,9,5,02-02-2025 13:39,9680.69,FAILED,INSUFFICIENT_FUNDS
adc6c999-5586-45fc-a61d-2928b553e26f,614,37,10,06-11-2024 19:36,4197,SUCCESS,NULL
88e8d108-74ab-44df-8c86-13d587ea42fd,186,116,9,12-12-2024 10:45,5716.27,SUCCESS,NULL
cf5371b7-16f8-45bf-ba54-09459c99e1ab,498,63,14,28-09-2024 21:56,9073.8,SUCCESS,NULL
14fdacb5-9a71-4b60-ab6f-ed0246736065,864,33,13,12-09-2024 08:46,5294.46,SUCCESS,NULL
0987d9be-5855-4537-8cf3-697b053bb275,586,128,18,25-02-2025 04:12,6458.53,SUCCESS,NULL
